year,state,sector_id,estimated_factories,employees,workers,male_direct_workers,female_direct_workers,other_direct_workers,contract_workers,supervisory_workers,wages,emoluments,compensation_employees,fixed_capital,gfcf,total_input,total_output,gva,direct_imports,direct_exports,rd_expense,sample_factories,effective_sample_size,young_factory_share,foreign_factory_share,rd_unit_share,training_factory_share,largest_gva_contributor_share,gva_output_ratio,gva_per_worker,emoluments_per_employee,labour_share_gva,contract_worker_share,female_direct_worker_share,import_input_share,direct_export_output_share,rd_gva_share,stability,year_label
2020,29,aerospace-defence,77.21192413,11527.63685677,8190.51924152,5869.74146369,496.77777783,0.0,1824.0,1789.84769652,7218384172.765001,7376231560.770732,8441646667.342785,22254366036.52961,2942986228.1577077,24590927555.25699,42996099619.33439,18405172064.0774,10673558083.780209,5311107817.898234,0.0,31.0,10.138702550227157,0.101138641758492,0.1155870191525623,0.0,0.2812617466527295,0.3294978945843255,0.4280660856921311,1596612.7570429435,639873.6924505726,0.4586562210857517,0.2226965038740939,0.078029730058806,0.4340445499583621,0.1235253398545468,0.0,high,2020-21
2021,29,aerospace-defence,91.97435898,19863.35897554,11919.07692363,8485.23076969,534.84615389,0.0,2899.00000005,3945.64102568,12122518837.660055,12368607682.777136,13647809600.260143,53710883212.252304,3916466715.001853,40194915095.49406,78754684518.838,38559769423.34394,13282654999.461409,10855663220.85,1356731.0,37.0,12.545318522830712,0.0975914920170565,0.215514544911663,0.1501407569774692,0.4632467939061888,0.4620367281987826,0.4896187402556416,1941251.1987940683,622684.597202719,0.3539390874053778,0.2432235330491598,0.059295076796055,0.3304561029151278,0.1378414920607464,3.5185142968687984e-05,high,2021-22
2022,29,aerospace-defence,66.67460317,14957.8730144,7827.66666599,4833.88888847,284.0,0.0,2709.77777752,4442.60317435,10559563307.65306,10908868339.503624,12523287987.43996,30697065026.240555,3899091250.998476,53920364783.70068,75046706438.461,21126341654.760307,28103117040.09702,13474732842.0,0.0,32.0,8.325149655623528,0.1235121131594506,0.1058675255652434,0.0176445875942072,0.4618400783766793,0.3519933247545988,0.2815092448072202,1412389.424246475,729306.1205294105,0.5927807185972561,0.3461795057387363,0.0554916306682269,0.5211967158017479,0.1795512885438804,0.0,high,2022-23
2023,29,aerospace-defence,76.5,13537.5,8185.0,5224.0,396.0,0.0,2565.0,3974.0,10722304900.0,11087462510.5,12548424000.0,29200296947.5,4742327040.5,55816681572.0,80860725508.5,25044043936.5,28597457768.0,22174620000.0,0.0,31.0,8.938352703385549,0.2180451127819548,0.1052631578947368,0.0150375939849624,0.1954887218045112,0.3950107608852302,0.3097182690237845,1849975.5447091416,819018.4679963066,0.5010542239830333,0.3133781307269395,0.0704626334519573,0.512346075807303,0.2742322661657175,0.0,high,2023-24
2013,33,aerospace-defence,27.33333333,2376.83333333,1883.5,926.5,28.0,0.0,929.0,293.5,1130021616.5,1176777107.0,1240137686.5,4966271376.660162,291855934.0,2412532762.9997773,4791480183.5,2378947420.5002227,226385795.0,505946660.16,0.0,12.0,4.779478693788397,0.1578947368628808,0.0,0.0,,0.5037364173482975,0.496495306125317,1000889.4553692836,495102.91298014874,0.5212968037096152,0.4932306875497743,0.0293347302252488,0.0938373971421257,0.1055929776986836,0.0,moderate,2013-14
2015,33,aerospace-defence,13.5,2279.0,1862.0,1458.0,35.0,0.0,369.0,313.5,567935965.0,604373732.0,697000479.0,4186673494.5,878271886.5,4429111497.0,6043510287.0,1614398790.0,978491645.0,920672401.15,239734.0,10.0,6.230769230769231,0.074074074074074,0.074074074074074,0.0,,0.464102977865515,0.2671293194408357,708380.3378674857,265192.51075032906,0.4317399661827051,0.1981740064446831,0.0234427327528466,0.220922784550077,0.1523406691522357,0.0001484973858286,moderate,2015-16
2016,33,aerospace-defence,18.0,2674.0,2072.0,1633.0,51.0,0.0,388.0,349.0,806589246.0,860468934.0,1015237194.0,4110714319.0,305414871.0,3988516580.0,5843248281.0,1854731701.0,362602601.0,1481085639.46,42398.0,11.0,5.565217391304348,0.0625,0.0,0.0625,,0.2325916733764826,0.3174144947821018,693616.9412864622,321790.9252056844,0.5473768488739493,0.1872586872586872,0.0302850356294536,0.0909116443988807,0.2534695717578734,2.285937096839431e-05,moderate,2016-17
2017,33,aerospace-defence,16.0,2283.0,1751.0,1541.0,57.0,0.0,153.0,223.0,800152131.0,832712340.0,979468248.0,3689690843.0,239916416.0,2692164060.0,5269549457.0,2577385397.0,354434404.0,1124417046.62,0.0,11.0,11.0,0.0,0.0909090909090909,0.0,,0.5407594558366263,0.4891092527039926,1128946.73543583,364744.7831800263,0.3800239766780986,0.087378640776699,0.0356695869837296,0.1316540879756042,0.2133801107277471,0.0,moderate,2017-18
2018,33,aerospace-defence,31.7,4770.9,3640.3,2874.8,254.9,0.0,510.6,567.4,1875355662.6,1940030522.4,2151897307.5,6975478922.9,1599475966.5,7265364783.6,13978477833.8,6713113050.2,881780842.2,1447049149.0,16895126.0,14.0,4.616097127008216,0.6296296296296297,0.0,0.1851851851851852,,0.3074491197792042,0.4802463565788024,1407095.7366953825,406638.2700119475,0.3205513286322342,0.1402631651237535,0.0814455059590376,0.1213677314854762,0.103519794229743,0.0025167349147347,moderate,2018-19
2019,33,aerospace-defence,38.49180328,3697.32786888,2884.34426232,2315.36065576,141.98360656,0.0,427.0,307.0,1764765228.0538,1793083315.693636,2015937222.2684135,6629863397.876203,1537454660.6809168,6612859972.709046,12891022143.757454,6278162171.048407,670259513.0,675157944.32,2742863.0,17.0,5.411503883338309,0.1370170709744109,0.0274034141948821,0.0274034141948821,,0.3137547174838257,0.4870181821919094,1698026.8977201085,484967.3546092084,0.3211030819759418,0.148040580862059,0.0577792899176251,0.1013569795468418,0.052374275429117,0.000436889479002,moderate,2019-20
2020,33,aerospace-defence,21.0,4084.0,3097.0,2162.0,125.0,0.0,810.0,447.0,1931119726.0,2015813257.0,2347109515.0,7973283546.0,1054096497.0,10899359360.0,18332093525.0,7432734165.0,2704397488.0,1753611088.1799998,7740919.0,19.0,19.0,0.1578947368421052,0.0526315789473684,0.1578947368421052,0.1578947368421052,0.319228469232166,0.4054492824217686,1819964.291136141,493587.9669441724,0.3157800969194221,0.2615434291249596,0.054656755574989,0.2481244446279088,0.0956579828587799,0.0010414631854387,moderate,2020-21
2021,33,aerospace-defence,20.0,4520.0,3433.0,2177.0,129.0,0.0,1127.0,554.0,2172166518.0,2251957293.0,2605324114.0,7224145952.0,982078008.0,9978445752.0,18440116076.0,8461670324.0,1333266725.0,2608441045.29,4878814.0,18.0,18.0,0.2222222222222222,0.0555555555555555,0.0555555555555555,0.2222222222222222,0.2924806380448044,0.4588729425089113,1872050.956637168,498220.6400442478,0.3078971425547588,0.3282842994465482,0.0559410234171725,0.1336146688709281,0.1414546977111989,0.0005765781238441,moderate,2021-22
2022,33,aerospace-defence,20.0,4034.0,2979.0,2005.0,141.0,0.0,833.0,431.0,2135707015.0,2172046230.0,2487828118.0,6454160212.0,702778984.0,10330014909.0,17018767664.0,6688752755.0,1672684425.0,2989243632.75,0.0,16.0,16.0,0.125,0.1875,0.125,0.3125,0.4236466821688062,0.3930221557198173,1658094.386465047,538434.8611799702,0.3719420060997605,0.279624034911044,0.0657036346691519,0.1619246864341577,0.175643953297111,0.0,moderate,2022-23
2023,33,aerospace-defence,28.5,5156.0,3806.5,2620.5,190.0,0.0,996.0,525.0,2636083390.5,2700244691.5,3047091560.5,7312382525.0,809439661.5,13539424101.5,21510168296.5,7970744195.0,4161306204.0,2432771279.0,5000.0,17.0,6.801699716713881,0.0816326530612244,0.0816326530612244,0.1632653061224489,0.2040816326530612,0.389766592992896,0.370557035404365,1545916.251939488,523709.2109193173,0.3822844499778856,0.2616576907920662,0.0676036292474648,0.3073473563427988,0.1130986631748411,6.272939988635528e-07,moderate,2023-24
2012,36,aerospace-defence,34.16666667,4069.50000021,2512.83333351,2220.00000016,92.83333335,0.0,200.0,1517.6666667,946906767.2022024,977518560.5390012,1088752142.7116337,4344792014.468529,573007933.0164075,2320497714.4163103,3619419513.8180633,1298921799.4017532,486097740.0,420960993.0,0.0,12.0,3.2163889123968965,0.2176165802883299,0.0,0.0,,0.3274638421773033,0.3588757242543413,319184.617111371,240206.05983254896,0.8381968361860447,0.0795914306503703,0.0401383584389603,0.2094799477629614,0.1163062174453315,0.0,moderate,2012-13
2013,36,aerospace-defence,15.0,3098.0,1968.0,1632.0,12.0,0.0,324.0,1077.0,937504753.0,1029268721.0,1154640907.0,3702216780.0,115994695.0,3994190944.0,5863657214.0,1869466270.0,1667726000.0,2576782160.0,0.0,10.0,6.76,0.3076923076923077,0.0,0.0,,0.4228212151696109,0.3188225712677208,603442.9535183989,332236.5142027114,0.6176313130271134,0.1646341463414634,0.0072992700729927,0.4175378752248255,0.4394496584567912,0.0,moderate,2013-14
2014,36,aerospace-defence,17.0,4158.0,2572.5,2128.0,14.0,0.0,430.5,1004.0,1458442286.0,1486569205.0,1692262586.0,5697493323.5,1113542031.0,8721290747.5,12873190196.5,4151899449.0,3000040045.5,3003008956.3999996,0.0,12.0,8.376811594202898,0.3235294117647059,0.0,0.0,,0.351519652132115,0.3225229632767198,998532.816017316,357520.25132275134,0.4075875648692763,0.1673469387755102,0.0065359477124183,0.3439903716499735,0.2332762050867908,0.0,moderate,2014-15
2015,36,aerospace-defence,21.0,3861.0,2728.0,2245.0,32.0,0.0,451.0,786.5,1623703393.0,1785571246.5,2020177258.0,5322750074.0,810078057.0,5898778620.0,9380623141.5,3481844521.5,2739544503.0,2594915932.17,0.0,14.0,9.89041095890411,0.2894736842105263,0.1578947368421052,0.0526315789473684,,0.3359760988693103,0.3711741180707147,901798.6328671328,462463.4153069153,0.5802031783802039,0.1653225806451612,0.0140535792709705,0.4644257192008335,0.276625112535441,0.0,moderate,2015-16
2016,36,aerospace-defence,23.0,4758.0,3303.0,2515.0,109.0,0.0,679.0,1050.0,2071901636.0,2131956380.0,2360030092.0,5926036321.0,880914253.0,6481838824.0,11471408441.0,4989569617.0,2229387475.0,3945621998.98,0.0,20.0,20.0,0.15,0.2,0.05,,0.2908487141057152,0.4349570188057085,1048669.5285834384,448078.2639764607,0.4729927174398216,0.2055706933091129,0.0415396341463414,0.3439436764063542,0.343952708097982,0.0,moderate,2016-17
2017,36,aerospace-defence,48.6908306,6051.917308,4454.2186421999995,3022.9945061999997,150.431034,0.0,1280.793102,1006.9310332,2511416819.320418,2613075017.231178,2907398256.0063033,7787428449.216954,1994172378.774434,9091417922.983477,15698775920.94893,6607357997.965452,3409290864.0,3388442772.3214965,19309296.0,22.0,8.137565404444533,0.0437724588005191,0.1313173764015574,0.0218862294002595,,0.2184610939099082,0.4208836428544973,1091779.2926931137,431776.3915539571,0.4400243269551239,0.2875460781977687,0.047403360215762,0.3750010056606432,0.2158412088550072,0.0029223928847121,moderate,2017-18
2018,36,aerospace-defence,62.88,9926.16,6434.52,3471.7200000000003,222.92,0.0,2739.88,1648.64,3322113342.16,3358993765.16,3775111452.32,11746278542.88,3213563157.96,14487314403.2,23268921544.36,8781607141.16,5434812656.2,9193782384.14,2376069.0,24.0,4.532456343528322,0.4492052522460262,0.0691085003455425,0.0172771250863856,,0.1694374892964584,0.3773963964947278,884693.2893646687,338398.10814655415,0.4298884465721305,0.4258095397947321,0.0603360543923088,0.3751428667137604,0.3951099481174029,0.00027057336565,moderate,2018-19
2019,36,aerospace-defence,50.817460319999995,6921.380952410001,4713.56349209,2783.39682542,191.16666667,0.0,1739.0,1491.81746032,2485801623.2904205,2710741468.4572783,3105333011.457962,9019368082.602823,921078104.7337804,10390694852.116142,16565689950.07322,6174995097.957076,3112360312.0001698,6306181030.059999,893724.0,25.0,7.409455102748845,0.3149142560331245,0.0873029620599451,0.0436514810299725,,0.2062514039301321,0.3727580992139589,892162.2925273264,391647.4887158765,0.5028883362976797,0.3689353082690576,0.0642671326997568,0.2995334148770921,0.3806772340340781,0.0001447327464754,moderate,2019-20
2020,36,aerospace-defence,38.22222222,7497.888888760001,5317.88888878,2758.99999992,318.88888886,0.0,2240.0,1409.88888888,2820780069.083532,2919835332.083532,3338800667.3040633,9950687529.079807,1893597738.0,12009779446.921986,19175183037.872135,7165403590.9501505,2100522767.0,9328876183.39,665797.0,23.0,7.46065259268806,0.0602006689003478,0.1204013378006957,0.0602006689003478,0.0,0.18785620832466,0.373681105249324,955656.14498392,389420.992415695,0.4659612853518736,0.4212197822948286,0.1036063679954346,0.1749010276402992,0.4865078036003573,9.291828318517836e-05,moderate,2020-21
2021,36,aerospace-defence,50.58888889,8863.07777786,6630.7222223,3821.2222223,276.5,0.0,2533.0,1386.85555556,3260424215.90727,3525737380.01943,4035790954.85406,12437308507.64644,2436541272.11318,15402569837.8629,25071538304.60701,9668968466.74411,3349177591.0,14553922823.88,1387000.0,28.0,9.395209586933415,0.0438703387754357,0.1096758469385894,0.0658055081631536,0.0219351693877178,0.2185507696367094,0.3856551739773938,1090926.7309937445,397800.5686497229,0.4173962267779591,0.3820096687931195,0.0674765113397081,0.2174427791112484,0.5804958055248509,0.0001434486010343,moderate,2021-22
2022,36,aerospace-defence,45.55555556,8398.1111112,6040.44444452,3634.77777784,293.66666668,0.0,2112.0,1492.11111112,3751043698.905238,4054717794.1299295,4658512142.131868,14473732708.473677,3176386895.344,16983880007.317026,27666888604.353634,10683008597.03661,2527919858.0,11340073612.0,5005014.0,28.0,7.804170813252375,0.0246575342438731,0.4575342466347908,0.0739726027316194,0.0739726027316194,0.2442695547056447,0.3861297433841383,1272072.785842211,482813.06837229425,0.4360674336089279,0.3496431461953175,0.0747539314421644,0.1488423055809931,0.4098788907624234,0.0004685022907674,moderate,2022-23
2023,36,aerospace-defence,37.0,9318.0,6500.0,3569.0,291.0,0.0,2640.0,1690.0,4484270410.0,4748802803.0,5537711982.0,18237852140.0,5214776774.0,21831433564.0,32570321919.0,10738888355.0,2580726020.0,10731117673.8,183559000.0,31.0,31.0,0.1290322580645161,0.2903225806451613,0.1612903225806451,0.032258064516129,0.1895128211918259,0.3297139150698856,1152488.5549474135,509637.5620304787,0.5156690151659556,0.4061538461538461,0.0753886010362694,0.1182114776125198,0.3294753334181805,0.0170929237675271,high,2023-24
2008,1,all-manufacturing,710.8340000000001,53218.856,43959.682,20857.0952,2839.6686,0.0,20262.9182,2922.5851,3977569175.3021,4101243870.1509,4500948703.2299,24071388574.4554,5050764967.3988,96670054815.411,128266887288.72,31596832473.309,4171996794.1288,3051153324.04,0.0,359.0,225.84352934175791,0.3437721273631953,0.0,0.0,,0.2932691406323184,0.2463366278015828,593714.9884114194,77063.73602151276,0.1424493644111958,0.4609432388523647,0.1198336036079323,0.0431570748779973,0.023787536974933,0.0,high,2008-09
2009,1,all-manufacturing,719.0002,52154.3223,43562.0712,21584.2876,1959.8336,0.0,20017.95,2756.3505,4087108697.1787,4262558231.0597,4727461678.6404,28481896463.3418,8062001161.640599,98813345464.19212,126053539396.1341,27240193931.942,2137749120.75,1680199860.61,0.0,314.0,205.28847663458387,0.2562586213466978,0.0,0.0,,0.0897606747683526,0.2161001909382119,522299.8350022085,81729.72139376643,0.173547284224616,0.4595270483833193,0.083240889874454,0.0216342145962933,0.0133292557167302,0.0,high,2009-10
2010,1,all-manufacturing,683.4481000000001,54059.8747,43120.9974,20559.8118,1489.7518,0.0,21071.4338,3131.875,4757242979.3096,4930658256.0308,5442441858.825701,33232848415.9332,4977437184.8721,138977167409.9498,169278119054.0953,30300951644.1455,2392549193.6,0.0,0.0,302.0,164.5333455802674,0.2285226925058391,0.0,0.0,,0.0917334328083491,0.1790009944194995,560507.2489031408,91207.35635058362,0.1796129020217503,0.4886583119712346,0.0675637770899012,0.017215411985931,0.0,0.0,high,2010-11
2011,1,all-manufacturing,779.4497,62330.6303,52076.216,24341.3168,1452.4,0.0,26282.4992,3459.257,6064127723.5737,6284538251.1689,6987945651.2446,42908414336.6509,7011462090.240601,156825872146.29028,200687466612.3256,43861594466.0353,3680967613.5614,1162634007.3000002,0.0,320.0,185.5395524971756,0.2296704970186016,0.0,0.0,,0.0798616689436484,0.2185567200903689,703692.4583455608,100825.84149913368,0.1593180944813985,0.5046929523450782,0.0563082866754588,0.0234716859098843,0.0057932566837663,0.0,high,2011-12
2012,1,all-manufacturing,807.5,57548.0,47101.0,23637.0,1497.5,0.0,21966.5,4020.0,6701618652.5,6904225231.0,7827535684.0,42261388682.5,5490865944.0,189786692094.0,232112162829.0,42325470735.0,10579965067.5,1179921004.14,0.0,389.0,115.28066298342542,0.3071207430340557,0.0,0.0,,0.1330166843326598,0.1823492152204954,735481.1763223744,119973.33062834504,0.1849367661616392,0.4663701407613426,0.0595794624917941,0.0557466118976341,0.0050834087699629,0.0,high,2012-13
2013,1,all-manufacturing,851.5,64232.33333403,51409.33333392,23747.16666673,1635.83333331,0.0,26026.33333388,3951.16666668,8170698787.70198,8454138708.036678,9468886502.717234,41658084361.539185,3303776945.5291224,178991466533.20493,222802500384.91592,43811033851.71101,9507577740.0,10543669864.37,0.0,384.0,119.8328933665608,0.250929731837933,0.0,0.0,,0.1059528088020023,0.1966361857520567,682071.3428528078,131618.1161296489,0.2161301770409472,0.5062569702048201,0.0644460203012812,0.0531174917114623,0.0473229422746811,0.0,high,2013-14
2014,1,all-manufacturing,831.99999999,61998.66666659,50156.41666659,25373.83333329,1369.75,0.0,23412.8333333,3984.08333332,8727505433.41801,9030773760.918392,10029494259.91962,48286378594.07205,5370087032.4179945,174324081079.67963,229759448649.6903,55435367570.01071,11131828804.75,3150171752.74,0.0,393.0,152.09350186794308,0.1553485576941748,0.0,0.0,,0.1389575419207103,0.241275681569605,894138.0605509677,145660.77379507452,0.1809223010427976,0.4667963720162583,0.0512178933888397,0.0638570915492845,0.0137107386497214,0.0,high,2014-15
2015,1,all-manufacturing,822.66666667,64384.650000409994,49899.10000036,24662.56666697,1261.4,0.0,23975.13333339,4266.71666669,10400298456.47206,10930137790.923923,11959192586.87762,39322396826.593094,4821380855.307114,175426019806.13916,232201597143.5407,56775577337.401535,14343841136.5,2579837033.8199997,16067423.0,402.0,163.49086926909888,0.1439829821712156,0.0129659643475973,0.0012155591572073,,0.125121004431075,0.2445098484930076,881818.5287493214,169763.10022426656,0.2106397353884655,0.4804722596843837,0.0486576771296023,0.0817657560283883,0.0111103328553989,0.0002829988483343,high,2015-16
2016,1,all-manufacturing,905.63333333,70984.96666497999,56522.94999837,29330.44999959,816.30000009,0.0,26376.19999869,4599.64999994,11330665506.00191,11818641391.962286,13016588183.80857,48069622337.22085,5312398734.646425,208871228080.4666,269257427546.11728,60386199465.65068,13207032063.161873,2435510168.976064,32121299.99925529,443.0,214.02406715940765,0.1449077993269715,0.0084655305716385,0.0022083992785976,,0.102236802936362,0.2242693916226618,850689.9742680566,166494.9910836958,0.2155556782673955,0.4666458491542043,0.0270775456756919,0.0632304994064281,0.0090452849942604,0.0005319311412788,high,2016-17
2017,1,all-manufacturing,903.833333,68105.66665490001,55004.6666563,29817.166661,1410.5,0.0,23776.9999953,4591.3333329,11403558063.26537,11809367801.404778,13046077169.10659,41796259648.42269,4533945560.639778,233525380260.6251,290142607641.1561,56617227380.53099,10114989373.0,3060555073.38,40365558.3323212,439.0,200.81910895944472,0.0895329518144851,0.0044304965864613,0.0116300535394609,,0.0631312499272215,0.1951358603992223,831314.4876390039,173397.72711196457,0.230425928161801,0.4322724132458074,0.0451682802724919,0.0433143042598248,0.010548450978166,0.0007129554059759,high,2017-18
2018,1,all-manufacturing,911.02,68816.35,55694.09,30104.17,1188.0,0.0,24401.92,4868.7,13267831157.18,13734111879.62,14970895686.6,45131849955.16,6296507608.91,238072641001.53,294337043563.25,56264402561.72,12883796527.5,3656829939.26,23400320.0,430.0,196.95648663527868,0.0681303707610821,0.0043955077910375,0.014285400320872,,0.0609412897141356,0.1911563759715122,817602.249490419,199576.29080327565,0.2660811277641751,0.4381420003450994,0.0379647688223603,0.0541170815483044,0.0124239541682906,0.000415899199753,high,2018-19
2019,1,all-manufacturing,907.00000001,61021.50000022,48482.33333351,25778.33333351,1593.0,0.0,21111.0,4965.8333333499995,12615665960.868587,13036350193.035704,14378534881.372686,45438108983.541824,4360300254.668766,209261341234.2672,266813714493.54617,57552373259.278915,12525587451.0,561888356.5,152060426.0,451.0,198.6614497147461,0.0590507726262798,0.0022075055187394,0.0187637969092851,,0.0577291837682876,0.215702455057538,943149.1074305192,213635.36119218153,0.2498339176491648,0.435436963290884,0.0581995761985672,0.0598561940639463,0.0021059200707375,0.0026421225987493,high,2019-20
